VIN,TRANSACTION_ID,CORRECTION_VERBATIM,CUSTOMER_VERBATIM,REPAIR_DATE,CAUSAL_PART_NM,GLOBAL_LABOR_CODE_DESCRIPTION,PLATFORM,BODY_STYLE,VPPC,PLANT,BUILD_COUNTRY,LAST_KNOWN_DLR_NAME,LAST_KNOWN_DLR_CITY,REPAIRING_DEALER_CODE,DEALER_NAME,REPAIR_DLR_CITY,STATE,DEALER_REGION,REPAIR_DLR_POSTAL_CD,REPAIR_AGE,KM,COMPLAINT_CD_CSI,COMPLAINT_CD,VEH_TEST_GRP,COUNTRY_SALE_ISO,ORD_SELLING_SRC_CD,OPTN_FAMLY_CERTIFICATION,OPTF_FAMLY_EMISSIOF_SYSTEM,GLOBAL_LABOR_CODE,TRANSACTION_CATEGORY,REPORTING_COST,TOTALCOST,LBRCOST,ENGINE,ENGINE_DESC,TRANSMISSION,TRANSMISSION_DESC,ENGINE_SOURCE_PLANT,ENGINE_TRACE_NBR,TRANSMISSION_SOURCE_PLANT,TRANSMISSION_TRACE_NBR,SRC_TXN_ID,SRC_VER_NBR,TRANSACTION_CNTR,MEDIA_FLAG,VIN_MODL_DESGTR,LINE_SERIES,LAST_KNOWN_DELVRY_TYPE_CD,NON_CAUSAL_PART_QTY,SALES_REGION_CODE,CORRECTION_VERBATIM_CLEANED,REPAIR_ACTION_TAGS,COMPONENT_TAGS
3HNKBCR47NS151581,13039,REPLACED STEERING WHEEL,STEERING WHEEL BEZEL BUBBLING SOP IN,2/5/2024,WHEEL ASM-STRG *JET BLACK,STEERING WHEEL REPLACEMENT,CROSSOVER SUV,4 DOOR UTILITY,C1UC,RAM,MX,RIDGEVIEW CAR SALES,CAPE CORAL,13-26013/169633,LEGACYROAD MOTORS,CAPE CORAL,FL,1,UNKNOWN,23,58324,0,0-0310,T02.0500,US,13,FE9,FTB,130,FREG_POL,284.89,284.89,57.2,LSY,"GAS, 4 CYL, L4, 2.0L, SIDI, DOHC, VVT, ALUM, TURB O, VAR 3",M3T,"EU:N:X:Z|TRANSMISSION BYT 9 SPD, 9T60, GEN 1",UNKNOWN,N2220202JUHX0917,UNKNOWN,22220280WHBP0898,2820871997,4,1,Y,1NF26,2LT,10,0,1,replaced steering wheel,replace,steering_wheel
3HCFDEED0SH124676,13045,INSPECT AND FOUND CODE B1A4C- FOLLOWING SERVICE PROCEDURES-FOUND STEERING WHEEL HEATER SHORTED-REPLACE STEERING WHEEL ASSEMBLY,HEATED STEERING WHEEL WHEN ENGAGED WILL TURN ON AND GO BACK OFF,2/5/2024,WHEEL ASM-STRG *JET BLACK,STEERING WHEEL REPLACEMENT,FULL-SIZE TRUCKS,CREW CAB,T1CCF,SIL,MX,CLOUDLINE AUTO GROUP,ELDERSBURG,13-29080/314336,CITYLINE AUTO SALES,ELDERSBURG,MD,1,UNKNOWN,2,11537,0,0-0310,T05.3386,US,13,UNKNOWN,FUC,130,FREG,438.78,482.78,119.23,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MHT,"BYT 10 SPD, 10R80, GRX, GEN 1, ATSS, VAR 1",UNKNOWN,A2222981MF1X0099,UNKNOWN,S2222972BKJX2888,2820989429,10,1,Y,CF10743,UNKNOWN,10,0,1,inspect and found code b a c following service procedures found steering wheel heater shorted replace steering wheel assembly,"replace, inspect",steering_wheel
1HNSKCKDXNR189867,13039,REMOVED AND REPLACED STEERING WHEEL,CUSTOMER STATES NEW HEATED STEERING WHEEL INSTALLED AS RETROFIT ON R.O. 22330 IN COMING APART TOWARDS BOTTOM OF STEERING WHEEL,2/5/2024,WHEEL ASM-STRG *JET BLACK,STEERING WHEEL REPLACEMENT,FULL-SIZE UTILITY,4 DOOR UTILITY,T1YCF,ARL,US,PRIMEWHEEL MOTORS,FREEHOLD,13-02162/307311,GOLDPEAK CAR TRADERS,FREEHOLD,NJ,1,UNKNOWN,25,37708,0,0-0312,T05.3386,US,13,NE1,FUC,130,FREG,256.11,256.11,66.33,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",UNKNOWN,A2220012JW9X0711,UNKNOWN,R2221472CKJX0891,2820888229,4,1,N,CF10906,UNKNOWN,10,0,1,removed and replaced steering wheel,replace,steering_wheel
1HKKNLLS4SZ248206,13045,"INSPECTED STEERING WHEEL AND FOUND LEATHER UNDER STITCHING AT LEFT HAN D THUMB GRIP TO HAVE STARTED TO LIFT. PICTURES OFWHEELTAKEN, REPLACE ORDERED STEERING WHEEL PRA 496611700000",RE&RE STEERING WHEEL. PART IS HERE,2/5/2024,WHEEL ASM-STRG *BLACK,STEERING WHEEL REPLACEMENT,CROSSOVER SUV,4 DOOR UTILITY,C1UG,SHT,US,EVERGREEN CAR TRADERS,BRANTFORD,14-85634/120802,ROYALDRIVE MOTORS,BRANTFORD,ON,1,N3R8B8,5,11781,0,0-0310,T03.6151,CA,14,FE9,FTB,130,FREG,355.82,402.08,31.93,LGX,"GAS, 6 CYL, 3.6L, V6, DI, DOHC, VVT, ALUM, GEN 2",M3W,"TRANSMISSION BYT 9 SPD, 9T65, ETRS GEN 1",UNKNOWN,W2221892JDPX0288,UNKNOWN,21212072SKBP0140,2820987849,6,1,N,TNC26,AT4,10,0,1,inspected steering wheel and found leather under stitching at left han d thumb grip to have started to lift pictures ofwheeltaken replace ordered steering wheel pra,"replace, inspect",steering_wheel
3HRS9EED0LH255650,13041,REPLACED APPLIQUE,CUSTOMER STATES THE FINISH ON THE STEERING WHEEL IS COMING OFF AND IT GETS REALLY STICKY WHEN IT GETS HOT OUT,2/7/2024,APPLIQUE ASM-STRG WHL TR SPOKE CVR *SYNTHESIS,STEERING WHEEL SPOKE COVER REPLACEMENT,FULL-SIZE UTILITY,4 DOOR UTILITY,T1YCF,ARL,US,IRONWOOD AUTO SALES,MUNCY,13-15009/113926,SWIFTSTONE AUTO SALES,MUNCY,PA,1,UNKNOWN,13,17008,0,0-0890,T05.3386,US,13,NE1,FUC,50,FREG,120.37,120.37,88.31,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",UNKNOWN,K2220982JW9X1980,UNKNOWN,S2222082CKJX2928,2820789029,4,1,N,CF10906,UNKNOWN,10,0,1,replaced applique,replace,None
1HYKNHRS6MZ221833,13041,REPLACED STEERING WHEEL COMPLETEDLOP 0130 TIME .4,CUSTOMER STATES THAT THE STEERING IS VERY TIGHT AND YOU CAN HEAR IT RUBBING IN THE STEERING COLUMN WHEN YOU TURN PRA 497110800000,2/7/2024,WHEEL ASM-STRG *BLACK,STEERING WHEEL REPLACEMENT,GLOBAL CROSSOVER VEHICLES,4 DOOR UTILITY,C1UL,SHT,US,METROEDGE MOTORS,NEWPORT NEWS,11-37732/117067,PRIMEWHEEL AUTO,NEWPORT NEWS,VA,1,UNKNOWN,32,35451,0,0-0310,T03.6151,US,12,FE9,FTB,130,FREG,718.53,1026.53,59.88,LGX,"GAS, 6 CYL, 3.6L, V6, DI, DOHC, VVT, ALUM, GEN 2",M3W,"TRANSMISSION BYT 9 SPD, 9T65, ETRS GEN 1",UNKNOWN,W2222192JDRX0209,UNKNOWN,22222280KKBP0890,2820784987,4,1,Y,6NJ26,SPORT,15,1,1,replaced steering wheel completedlop time,replace,steering_wheel
1HYKSSRL4SZ003381,13048,REPLACE STEERING WHEEL,CS DRIVER ASSISTANCE WARNING LIGHT IS COMING ON WHILE DRIVING,2/7/2024,WHEEL ASM-STRG *BACKEN BLACKK,STEERING WHEEL REPLACEMENT,BEV,4 DOOR UTILITY,L233-LSOP,SHT,US,BRIGHTSTAR AUTO CO.,RIDGELAND,12-25232/312069,BLUESTREAM CAR TRADERS,RIDGELAND,MS,1,UNKNOWN,8,13393,0,0-0310,T00.0008,US,12,FE9,FF6,130,FREG,1474.06,1474.06,118.9,EN0,EN0,MF1,MF1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2822282187,6,1,N,6MB26,UNKNOWN,10,0,1,replace steering wheel,replace,steering_wheel
1HKKNXLS3SZ128369,13044,REPLACE STEERING WHEEL PRA 496735300000,CUSTOMER STATESCUSTOMER STATES VEHICLE STEERING WHEEL COMING APART IN OP CHECK AND ADVISE SOP STEERING WHEEL IN CHECK AND ADVISE,2/7/2024,WHEEL ASM-STRG *BLACK,STEERING WHEEL REPLACEMENT,CROSSOVER SUV,4 DOOR UTILITY,C1UG,SHT,US,LIBERTY RIDGE MOTORS,SHERMAN OAKS,11-46346/118677,CRESTLINE DRIVE AUTO,SIGNAL HILL,CA,1,UNKNOWN,12,25341,0,0-0890,T03.6151,US,48,UNKNOWN,FUC,130,FREG,481.95,481.95,86.57,LGX,"GAS, 6 CYL, 3.6L, V6, DI, DOHC, VVT, ALUM, GEN 2",M3W,"TRANSMISSION BYT 9 SPD, 9T65, ETRS GEN 1",UNKNOWN,W2222442JDRX0092,UNKNOWN,21222222SKBP0119,2822042248,4,1,N,TNN26,DENALI,10,0,1,replace steering wheel pra,replace,steering_wheel
1HC4WLE78RF260518,13045,REMOVED STEERING WHEEL AND DISASSEMBLED AND FOUND SCREW FLOATING AROUND BEHIND COVER REMOVED AND REASSEMBLED AND NOISE IS NO LONGERPRESENT,CUSTOMER STATES THERE IS CLICKING TYPE NOISE COMING FROM STEERING WHEEL WHEN TURNING.E,2/7/2024,WHEEL ASM-STRG *JET BLACK,STEERING WHEEL REPLACEMENT,FULL-SIZE TRUCKS,CREW CAB,T1CCH,FLT,US,SILVERGATE AUTO SALES,SAINT LOUIS,13-26480/114695,WESTPOINT MOTORS,SARASOTA,FL,1,UNKNOWN,4,13,0,0-0313,D06.6230,US,13,FE9,FTB,130,FREG,101.85,101.85,101.85,L8T,"GAS, 8 CYL, 6.6L, SIDI, VVT, CAST IRON",MKM,"BYT 10 SPD, RWD 4.54 1ST, 2.86 2ND, 2.06 3RD, 1.7 1 4TH, 1.48 5TH, 1.26 6TH, 1.00 7TH, 10L",UNKNOWN,T1212794MGUX0097,UNKNOWN,Y0212811MRFX0180,2820879999,6,1,N,CC20943,UNKNOWN,14,0,1,removed steering wheel and disassembled and found screw floating around behind cover removed and reassembled and noise is no longerpresent,None,steering_wheel
1HKKNXLS8MZ121378,13041,R&R STEERING WHEEL FOR BAD STITCHING. -RETURNED OLD WHEEL TO PARTS DEPARTMENT FOR WARRANTY.,11BUZ MINOR ELECTRICAL CUST STATES STITCHING COMING APART FROM STEERING WHEEL REPLACE STEERING WHEEL (SOP HERE) 7440130 .4 PRE AUTH# 493358100000,2/7/2024,WHEEL ASM-STRG *DARK GALVANIE,STEERING WHEEL REPLACEMENT,CROSSOVER SUV,4 DOOR UTILITY,C1UG,SHT,US,RADIANT ROAD MOTORS,NEW BRITAIN,48-06594/117920,URBANCREST AUTO SALES,NEW BRITAIN,CT,1,UNKNOWN,38,48660,0,0-0890,T03.6151,US,48,NE1,FUC,130,FREG_POL,524.56,524.56,54.27,LGX,"GAS, 6 CYL, 3.6L, V6, DI, DOHC, VVT, ALUM, GEN 2",M3W,"TRANSMISSION BYT 9 SPD, 9T65, ETRS GEN 1",UNKNOWN,W2202782JDPX0002,UNKNOWN,22202890KKBP2894,2820727781,4,1,Y,TNN26,DENALI,10,0,1,r r steering wheel for bad stitching returned old wheel to parts department for warranty,None,steering_wheel
